name,screentime,episode
Joffrey Baratheon,0,Episode - 13
Joffrey Baratheon,392,Episode - 14
Joffrey Baratheon,0,Episode - 15
Joffrey Baratheon,226,Episode - 16
Joffrey Baratheon,0,Episode - 17
Joffrey Baratheon,64,Episode - 18
Joffrey Baratheon,380,Episode - 19
Joffrey Baratheon,273,Episode - 20
Joffrey Baratheon,217,Episode - 21
Joffrey Baratheon,417,Episode - 22
Joffrey Baratheon,0,Episode - 23
Joffrey Baratheon,200,Episode - 24
Joffrey Baratheon,0,Episode - 25
Joffrey Baratheon,19,Episode - 26
Joffrey Baratheon,208,Episode - 27
Joffrey Baratheon,424,Episode - 28
Joffrey Baratheon,0,Episode - 29
Joffrey Baratheon,200,Episode - 30
Joffrey Baratheon,115,Episode - 31
Joffrey Baratheon,1166,Episode - 32
Joffrey Baratheon,479,Episode - 33
Joffrey Baratheon,0,Episode - 34
Joffrey Baratheon,0,Episode - 35
Joffrey Baratheon,0,Episode - 36
Joffrey Baratheon,0,Episode - 37
Joffrey Baratheon,0,Episode - 38
Joffrey Baratheon,0,Episode - 39
Joffrey Baratheon,0,Episode - 40
Joffrey Baratheon,0,Episode - 41
Joffrey Baratheon,0,Episode - 42
Joffrey Baratheon,0,Episode - 43
Joffrey Baratheon,0,Episode - 44
Joffrey Baratheon,0,Episode - 45
Joffrey Baratheon,0,Episode - 46
Joffrey Baratheon,0,Episode - 47
Joffrey Baratheon,0,Episode - 48
Joffrey Baratheon,0,Episode - 49
Joffrey Baratheon,0,Episode - 50
Joffrey Baratheon,0,Episode - 51
Joffrey Baratheon,0,Episode - 52
Joffrey Baratheon,0,Episode - 53
Joffrey Baratheon,0,Episode - 54
Joffrey Baratheon,0,Episode - 55
Joffrey Baratheon,0,Episode - 56
Joffrey Baratheon,0,Episode - 57
Joffrey Baratheon,0,Episode - 58
Joffrey Baratheon,0,Episode - 59
Joffrey Baratheon,0,Episode - 60
Joffrey Baratheon,0,Episode - 61
Joffrey Baratheon,0,Episode - 62
Joffrey Baratheon,0,Episode - 63
Joffrey Baratheon,0,Episode - 64
Joffrey Baratheon,0,Episode - 65
Joffrey Baratheon,0,Episode - 66
Joffrey Baratheon,0,Episode - 67
Joffrey Baratheon,0,Episode - 68
Joffrey Baratheon,0,Episode - 69
Joffrey Baratheon,0,Episode - 70
Joffrey Baratheon,0,Episode - 71
Joffrey Baratheon,0,Episode - 72
Joffrey Baratheon,0,Episode - 73
Varys,0,Episode - 1
Varys,0,Episode - 2
Varys,346,Episode - 3
Varys,144,Episode - 4
Varys,672,Episode - 5
Varys,0,Episode - 6
Varys,361,Episode - 7
Varys,683,Episode - 8
Varys,571,Episode - 9
Varys,172,Episode - 10
Varys,139,Episode - 11
Varys,276,Episode - 12
Varys,152,Episode - 13
Varys,0,Episode - 14
Varys,0,Episode - 15
Varys,0,Episode - 16
Varys,0,Episode - 17
Varys,323,Episode - 18
Varys,172,Episode - 19
Varys,532,Episode - 20
Varys,0,Episode - 21
Varys,0,Episode - 22
Varys,244,Episode - 23
Varys,558,Episode - 24
Varys,0,Episode - 25
Varys,144,Episode - 26
Varys,0,Episode - 27
Varys,194,Episode - 28
Varys,0,Episode - 29
Varys,393,Episode - 30
Varys,0,Episode - 31
Varys,481,Episode - 32
Varys,0,Episode - 33
Varys,0,Episode - 34
Varys,103,Episode - 35
Varys,394,Episode - 36
Varys,0,Episode - 37
Varys,272,Episode - 38
Varys,0,Episode - 39
Varys,82,Episode - 40
Varys,366,Episode - 41
Varys,146,Episode - 42
Varys,277,Episode - 43
Varys,0,Episode - 44
Varys,0,Episode - 45
Varys,0,Episode - 46
Varys,0,Episode - 47
Varys,0,Episode - 48
Varys,0,Episode - 49
Varys,87,Episode - 50
Varys,213,Episode - 51
Varys,219,Episode - 52
Varys,294,Episode - 53
Varys,218,Episode - 54
Varys,343,Episode - 55
Varys,0,Episode - 56
Varys,0,Episode - 57
Varys,103,Episode - 58
Varys,0,Episode - 59
Varys,34,Episode - 60
Varys,225,Episode - 61
Varys,685,Episode - 62
Varys,276,Episode - 63
Varys,162,Episode - 64
Varys,318,Episode - 65
Varys,0,Episode - 66
Varys,1406,Episode - 67
Varys,355,Episode - 68
Varys,503,Episode - 69
Varys,346,Episode - 70
Varys,1607,Episode - 71
Varys,436,Episode - 72
Varys,0,Episode - 73
Qhorin Halfhand,0,Episode - 1
Qhorin Halfhand,0,Episode - 2
Qhorin Halfhand,0,Episode - 3
Qhorin Halfhand,0,Episode - 4
Qhorin Halfhand,0,Episode - 5
Qhorin Halfhand,0,Episode - 6
Qhorin Halfhand,0,Episode - 7
Qhorin Halfhand,0,Episode - 8
Qhorin Halfhand,0,Episode - 9
Qhorin Halfhand,0,Episode - 10
Qhorin Halfhand,0,Episode - 11
Qhorin Halfhand,0,Episode - 12
Qhorin Halfhand,0,Episode - 13
Qhorin Halfhand,0,Episode - 14
Qhorin Halfhand,166,Episode - 15
Qhorin Halfhand,359,Episode - 16
Qhorin Halfhand,0,Episode - 17
Qhorin Halfhand,148,Episode - 18
Qhorin Halfhand,0,Episode - 19
Qhorin Halfhand,184,Episode - 20
Qhorin Halfhand,0,Episode - 21
Qhorin Halfhand,0,Episode - 22
Qhorin Halfhand,0,Episode - 23
Qhorin Halfhand,0,Episode - 24
Qhorin Halfhand,0,Episode - 25
Qhorin Halfhand,0,Episode - 26
Qhorin Halfhand,0,Episode - 27
Qhorin Halfhand,0,Episode - 28
Qhorin Halfhand,0,Episode - 29
Qhorin Halfhand,0,Episode - 30
Qhorin Halfhand,0,Episode - 31
Qhorin Halfhand,0,Episode - 32
Qhorin Halfhand,0,Episode - 33
Qhorin Halfhand,0,Episode - 34
Qhorin Halfhand,0,Episode - 35
Qhorin Halfhand,0,Episode - 36
Qhorin Halfhand,0,Episode - 37
Qhorin Halfhand,0,Episode - 38
Qhorin Halfhand,0,Episode - 39
Qhorin Halfhand,0,Episode - 40
Qhorin Halfhand,0,Episode - 41
Qhorin Halfhand,0,Episode - 42
Qhorin Halfhand,0,Episode - 43
Qhorin Halfhand,0,Episode - 44
Qhorin Halfhand,0,Episode - 45
Qhorin Halfhand,0,Episode - 46
Qhorin Halfhand,0,Episode - 47
Qhorin Halfhand,0,Episode - 48
Qhorin Halfhand,0,Episode - 49
Qhorin Halfhand,0,Episode - 50
Qhorin Halfhand,0,Episode - 51
Qhorin Halfhand,0,Episode - 52
Qhorin Halfhand,0,Episode - 53
Qhorin Halfhand,0,Episode - 54
Qhorin Halfhand,0,Episode - 55
Qhorin Halfhand,0,Episode - 56
Qhorin Halfhand,0,Episode - 57
Qhorin Halfhand,0,Episode - 58
Qhorin Halfhand,0,Episode - 59
Qhorin Halfhand,0,Episode - 60
Qhorin Halfhand,0,Episode - 61
Qhorin Halfhand,0,Episode - 62
Qhorin Halfhand,0,Episode - 63
Qhorin Halfhand,0,Episode - 64
Qhorin Halfhand,0,Episode - 65
Qhorin Halfhand,0,Episode - 66
Qhorin Halfhand,0,Episode - 67
Qhorin Halfhand,0,Episode - 68
Qhorin Halfhand,0,Episode - 69
Qhorin Halfhand,0,Episode - 70
Qhorin Halfhand,0,Episode - 71
Qhorin Halfhand,0,Episode - 72
Qhorin Halfhand,0,Episode - 73
Arya Stark,722,Episode - 1
Arya Stark,600,Episode - 2
Arya Stark,565,Episode - 3
Arya Stark,357,Episode - 4
Arya Stark,284,Episode - 5
Arya Stark,259,Episode - 6
Arya Stark,0,Episode - 7
Arya Stark,227,Episode - 8
Arya Stark,388,Episode - 9
Arya Stark,253,Episode - 10
Arya Stark,29,Episode - 11
Arya Stark,467,Episode - 12
Arya Stark,551,Episode - 13
Arya Stark,412,Episode - 14
Arya Stark,420,Episode - 15
Arya Stark,534,Episode - 16
Arya Stark,363,Episode - 17
Arya Stark,412,Episode - 18
Arya Stark,0,Episode - 19
Arya Stark,185,Episode - 20
Arya Stark,0,Episode - 21
Arya Stark,410,Episode - 22
Arya Stark,179,Episode - 23
Arya Stark,302,Episode - 24
Arya Stark,521,Episode - 25
Arya Stark,316,Episode - 26
Arya Stark,136,Episode - 27
Arya Stark,167,Episode - 28
Arya Stark,400,Episode - 29
Arya Stark,181,Episode - 30
Arya Stark,615,Episode - 31
Arya Stark,0,Episode - 32
Arya Stark,381,Episode - 33
Arya Stark,0,Episode - 34
Arya Stark,240,Episode - 35
Arya Stark,0,Episode - 36
Arya Stark,486,Episode - 37
Arya Stark,128,Episode - 38
Arya Stark,0,Episode - 39
Arya Stark,660,Episode - 40
Arya Stark,0,Episode - 41
Arya Stark,419,Episode - 42
Arya Stark,570,Episode - 43
Arya Stark,0,Episode - 44
Arya Stark,0,Episode - 45
Arya Stark,732,Episode - 46
Arya Stark,0,Episode - 47
Arya Stark,276,Episode - 48
Arya Stark,506,Episode - 49
Arya Stark,267,Episode - 50
Arya Stark,138,Episode - 51
Arya Stark,117,Episode - 52
Arya Stark,300,Episode - 53
Arya Stark,0,Episode - 54
Arya Stark,554,Episode - 55
Arya Stark,396,Episode - 56
Arya Stark,142,Episode - 57
Arya Stark,594,Episode - 58
Arya Stark,0,Episode - 59
Arya Stark,53,Episode - 60
Arya Stark,291,Episode - 61
Arya Stark,382,Episode - 62
Arya Stark,0,Episode - 63
Arya Stark,684,Episode - 64
Arya Stark,409,Episode - 65
Arya Stark,523,Episode - 66
Arya Stark,455,Episode - 67
Arya Stark,292,Episode - 68
Arya Stark,676,Episode - 69
Arya Stark,762,Episode - 70
Arya Stark,750,Episode - 71
Arya Stark,754,Episode - 72
Arya Stark,1123,Episode - 73
Sansa Stark,773,Episode - 1
Sansa Stark,523,Episode - 2
Sansa Stark,136,Episode - 3
Sansa Stark,352,Episode - 4
Sansa Stark,239,Episode - 5
Sansa Stark,320,Episode - 6
Sansa Stark,0,Episode - 7
Sansa Stark,564,Episode - 8
Sansa Stark,330,Episode - 9
Sansa Stark,371,Episode - 10
Sansa Stark,261,Episode - 11
Sansa Stark,0,Episode - 12
Sansa Stark,221,Episode - 13
Sansa Stark,172,Episode - 14
Sansa Stark,0,Episode - 15
Sansa Stark,288,Episode - 16
Sansa Stark,305,Episode - 17
Sansa Stark,0,Episode - 18
Sansa Stark,860,Episode - 19
Sansa Stark,348,Episode - 20
Sansa Stark,221,Episode - 21
Sansa Stark,412,Episode - 22
Sansa Stark,0,Episode - 23
Sansa Stark,168,Episode - 24
Sansa Stark,147,Episode - 25
Sansa Stark,220,Episode - 26
Sansa Stark,189,Episode - 27
Sansa Stark,866,Episode - 28
Sansa Stark,0,Episode - 29
Sansa Stark,146,Episode - 30
Sansa Stark,314,Episode - 31
Sansa Stark,1030,Episode - 32
Sansa Stark,233,Episode - 33
Sansa Stark,182,Episode - 34
Sansa Stark,494,Episode - 35
Sansa Stark,0,Episode - 36
Sansa Stark,498,Episode - 37
Sansa Stark,379,Episode - 38
Sansa Stark,0,Episode - 39
Sansa Stark,0,Episode - 40
Sansa Stark,120,Episode - 41
Sansa Stark,259,Episode - 42
Sansa Stark,302,Episode - 43
Sansa Stark,316,Episode - 44
Sansa Stark,544,Episode - 45
Sansa Stark,652,Episode - 46
Sansa Stark,355,Episode - 47
Sansa Stark,170,Episode - 48
Sansa Stark,0,Episode - 49
Sansa Stark,201,Episode - 50
Sansa Stark,404,Episode - 51
Sansa Stark,176,Episode - 52
Sansa Stark,0,Episode - 53
Sansa Stark,486,Episode - 54
Sansa Stark,565,Episode - 55
Sansa Stark,0,Episode - 56
Sansa Stark,786,Episode - 57
Sansa Stark,0,Episode - 58
Sansa Stark,847,Episode - 59
Sansa Stark,584,Episode - 60
Sansa Stark,555,Episode - 61
Sansa Stark,351,Episode - 62
Sansa Stark,321,Episode - 63
Sansa Stark,530,Episode - 64
Sansa Stark,178,Episode - 65
Sansa Stark,809,Episode - 66
Sansa Stark,692,Episode - 67
Sansa Stark,527,Episode - 68
Sansa Stark,784,Episode - 69
Sansa Stark,490,Episode - 70
Sansa Stark,1141,Episode - 71
Sansa Stark,0,Episode - 72
Sansa Stark,998,Episode - 73
Jon Snow,1099,Episode - 1
Jon Snow,839,Episode - 2
Jon Snow,616,Episode - 3
Jon Snow,867,Episode - 4
Jon Snow,0,Episode - 5
Jon Snow,0,Episode - 6
Jon Snow,661,Episode - 7
Jon Snow,444,Episode - 8
Jon Snow,454,Episode - 9
Jon Snow,343,Episode - 10
Jon Snow,374,Episode - 11
Jon Snow,255,Episode - 12
Jon Snow,151,Episode - 13
Jon Snow,0,Episode - 14
Jon Snow,326,Episode - 15
Jon Snow,706,Episode - 16
Jon Snow,463,Episode - 17
Jon Snow,159,Episode - 18
Jon Snow,0,Episode - 19
Jon Snow,224,Episode - 20
Jon Snow,435,Episode - 21
Jon Snow,160,Episode - 22
Jon Snow,136,Episode - 23
Jon Snow,0,Episode - 24
Jon Snow,379,Episode - 25
Jon Snow,645,Episode - 26
Jon Snow,394,Episode - 27
Jon Snow,0,Episode - 28
Jon Snow,311,Episode - 29
Jon Snow,160,Episode - 30
Jon Snow,214,Episode - 31
Jon Snow,0,Episode - 32
Jon Snow,162,Episode - 33
Jon Snow,520,Episode - 34
Jon Snow,441,Episode - 35
Jon Snow,0,Episode - 36
Jon Snow,170,Episode - 37
Jon Snow,111,Episode - 38
Jon Snow,1257,Episode - 39
Jon Snow,943,Episode - 40
Jon Snow,817,Episode - 41
Jon Snow,484,Episode - 42
Jon Snow,552,Episode - 43
Jon Snow,307,Episode - 44
Jon Snow,610,Episode - 45
Jon Snow,0,Episode - 46
Jon Snow,135,Episode - 47
Jon Snow,1449,Episode - 48
Jon Snow,171,Episode - 49
Jon Snow,541,Episode - 50
Jon Snow,472,Episode - 51
Jon Snow,455,Episode - 52
Jon Snow,617,Episode - 53
Jon Snow,521,Episode - 54
Jon Snow,240,Episode - 55
Jon Snow,0,Episode - 56
Jon Snow,745,Episode - 57
Jon Snow,0,Episode - 58
Jon Snow,1788,Episode - 59
Jon Snow,689,Episode - 60
Jon Snow,462,Episode - 61
Jon Snow,496,Episode - 62
Jon Snow,1193,Episode - 63
Jon Snow,654,Episode - 64
Jon Snow,924,Episode - 65
Jon Snow,2225,Episode - 66
Jon Snow,1886,Episode - 67
Jon Snow,1174,Episode - 68
Jon Snow,904,Episode - 69
Jon Snow,731,Episode - 70
Jon Snow,1373,Episode - 71
Jon Snow,805,Episode - 72
Jon Snow,2526,Episode - 73
Robert Baratheon,771,Episode - 1
Robert Baratheon,448,Episode - 2
Robert Baratheon,272,Episode - 3
Robert Baratheon,249,Episode - 4
Robert Baratheon,986,Episode - 5
Robert Baratheon,382,Episode - 6
Robert Baratheon,315,Episode - 7
Robert Baratheon,0,Episode - 8
Robert Baratheon,0,Episode - 9
Robert Baratheon,0,Episode - 10
Robert Baratheon,0,Episode - 11
Robert Baratheon,0,Episode - 12
Robert Baratheon,0,Episode - 13
Robert Baratheon,0,Episode - 14
Robert Baratheon,0,Episode - 15
Robert Baratheon,0,Episode - 16
Robert Baratheon,0,Episode - 17
Robert Baratheon,0,Episode - 18
Robert Baratheon,0,Episode - 19
Robert Baratheon,0,Episode - 20
Robert Baratheon,0,Episode - 21
Robert Baratheon,0,Episode - 22
Robert Baratheon,0,Episode - 23
Robert Baratheon,0,Episode - 24
Robert Baratheon,0,Episode - 25
Robert Baratheon,0,Episode - 26
Robert Baratheon,0,Episode - 27
Robert Baratheon,0,Episode - 28
Robert Baratheon,0,Episode - 29
Robert Baratheon,0,Episode - 30
Robert Baratheon,0,Episode - 31
Robert Baratheon,0,Episode - 32
Robert Baratheon,0,Episode - 33
Robert Baratheon,0,Episode - 34
Robert Baratheon,0,Episode - 35
Robert Baratheon,0,Episode - 36
Robert Baratheon,0,Episode - 37
Robert Baratheon,0,Episode - 38
Robert Baratheon,0,Episode - 39
Robert Baratheon,0,Episode - 40
Robert Baratheon,0,Episode - 41
Robert Baratheon,0,Episode - 42
Robert Baratheon,0,Episode - 43
Robert Baratheon,0,Episode - 44
Robert Baratheon,0,Episode - 45
Robert Baratheon,0,Episode - 46
Robert Baratheon,0,Episode - 47
Robert Baratheon,0,Episode - 48
Robert Baratheon,0,Episode - 49
Robert Baratheon,0,Episode - 50
Robert Baratheon,0,Episode - 51
Robert Baratheon,0,Episode - 52
Robert Baratheon,0,Episode - 53
Robert Baratheon,0,Episode - 54
Robert Baratheon,0,Episode - 55
Robert Baratheon,0,Episode - 56
Robert Baratheon,0,Episode - 57
Robert Baratheon,0,Episode - 58
Robert Baratheon,0,Episode - 59
Robert Baratheon,0,Episode - 60
Robert Baratheon,0,Episode - 61
Robert Baratheon,0,Episode - 62
Robert Baratheon,0,Episode - 63
Robert Baratheon,0,Episode - 64
Robert Baratheon,0,Episode - 65
Robert Baratheon,0,Episode - 66
Robert Baratheon,0,Episode - 67
Robert Baratheon,0,Episode - 68
Robert Baratheon,0,Episode - 69
Robert Baratheon,0,Episode - 70
Robert Baratheon,0,Episode - 71
Robert Baratheon,0,Episode - 72
Robert Baratheon,0,Episode - 73
Petyr Baelish,0,Episode - 1
Petyr Baelish,0,Episode - 2
Petyr Baelish,467,Episode - 3
Petyr Baelish,501,Episode - 4
Petyr Baelish,966,Episode - 5
Petyr Baelish,245,Episode - 6
Petyr Baelish,778,Episode - 7
Petyr Baelish,501,Episode - 8
Petyr Baelish,330,Episode - 9
Petyr Baelish,126,Episode - 10
Petyr Baelish,304,Episode - 11
Petyr Baelish,390,Episode - 12
Petyr Baelish,191,Episode - 13
Petyr Baelish,449,Episode - 14
Petyr Baelish,166,Episode - 15
Petyr Baelish,178,Episode - 16
Petyr Baelish,0,Episode - 17
Petyr Baelish,0,Episode - 18
Petyr Baelish,0,Episode - 19
Petyr Baelish,348,Episode - 20
Petyr Baelish,158,Episode - 21
Petyr Baelish,0,Episode - 22
Petyr Baelish,371,Episode - 23
Petyr Baelish,0,Episode - 24
Petyr Baelish,169,Episode - 25
Petyr Baelish,144,Episode - 26
Petyr Baelish,0,Episode - 27
Petyr Baelish,0,Episode - 28
Petyr Baelish,0,Episode - 29
Petyr Baelish,0,Episode - 30
Petyr Baelish,0,Episode - 31
Petyr Baelish,0,Episode - 32
Petyr Baelish,136,Episode - 33
Petyr Baelish,182,Episode - 34
Petyr Baelish,402,Episode - 35
Petyr Baelish,0,Episode - 36
Petyr Baelish,219,Episode - 37
Petyr Baelish,644,Episode - 38
Petyr Baelish,0,Episode - 39
Petyr Baelish,0,Episode - 40
Petyr Baelish,120,Episode - 41
Petyr Baelish,259,Episode - 42
Petyr Baelish,427,Episode - 43
Petyr Baelish,270,Episode - 44
Petyr Baelish,0,Episode - 45
Petyr Baelish,306,Episode - 46
Petyr Baelish,139,Episode - 47
Petyr Baelish,0,Episode - 48
Petyr Baelish,0,Episode - 49
Petyr Baelish,0,Episode - 50
Petyr Baelish,0,Episode - 51
Petyr Baelish,0,Episode - 52
Petyr Baelish,0,Episode - 53
Petyr Baelish,194,Episode - 54
Petyr Baelish,254,Episode - 55
Petyr Baelish,0,Episode - 56
Petyr Baelish,0,Episode - 57
Petyr Baelish,0,Episode - 58
Petyr Baelish,51,Episode - 59
Petyr Baelish,443,Episode - 60
Petyr Baelish,393,Episode - 61
Petyr Baelish,357,Episode - 62
Petyr Baelish,157,Episode - 63
Petyr Baelish,292,Episode - 64
Petyr Baelish,146,Episode - 65
Petyr Baelish,117,Episode - 66
Petyr Baelish,549,Episode - 67
Petyr Baelish,0,Episode - 68
Petyr Baelish,0,Episode - 69
Petyr Baelish,0,Episode - 70
Petyr Baelish,0,Episode - 71
Petyr Baelish,0,Episode - 72
Petyr Baelish,0,Episode - 73
Samwell Tarly,0,Episode - 1
Samwell Tarly,0,Episode - 2
Samwell Tarly,0,Episode - 3
Samwell Tarly,780,Episode - 4
Samwell Tarly,0,Episode - 5
Samwell Tarly,0,Episode - 6
Samwell Tarly,661,Episode - 7
Samwell Tarly,214,Episode - 8
Samwell Tarly,83,Episode - 9
Samwell Tarly,180,Episode - 10
Samwell Tarly,103,Episode - 11
Samwell Tarly,258,Episode - 12
Samwell Tarly,203,Episode - 13
Samwell Tarly,0,Episode - 14
Samwell Tarly,326,Episode - 15
Samwell Tarly,0,Episode - 16
Samwell Tarly,0,Episode - 17
Samwell Tarly,143,Episode - 18
Samwell Tarly,0,Episode - 19
Samwell Tarly,192,Episode - 20
Samwell Tarly,180,Episode - 21
Samwell Tarly,160,Episode - 22
Samwell Tarly,208,Episode - 23
Samwell Tarly,348,Episode - 24
Samwell Tarly,0,Episode - 25
Samwell Tarly,199,Episode - 26
Samwell Tarly,0,Episode - 27
Samwell Tarly,425,Episode - 28
Samwell Tarly,98,Episode - 29
Samwell Tarly,456,Episode - 30
Samwell Tarly,88,Episode - 31
Samwell Tarly,0,Episode - 32
Samwell Tarly,365,Episode - 33
Samwell Tarly,89,Episode - 34
Samwell Tarly,0,Episode - 35
Samwell Tarly,0,Episode - 36
Samwell Tarly,170,Episode - 37
Samwell Tarly,111,Episode - 38
Samwell Tarly,1388,Episode - 39
Samwell Tarly,62,Episode - 40
Samwell Tarly,348,Episode - 41
Samwell Tarly,495,Episode - 42
Samwell Tarly,286,Episode - 43
Samwell Tarly,93,Episode - 44
Samwell Tarly,414,Episode - 45
Samwell Tarly,0,Episode - 46
Samwell Tarly,598,Episode - 47
Samwell Tarly,182,Episode - 48
Samwell Tarly,74,Episode - 49
Samwell Tarly,252,Episode - 50
Samwell Tarly,0,Episode - 51
Samwell Tarly,0,Episode - 52
Samwell Tarly,229,Episode - 53
Samwell Tarly,0,Episode - 54
Samwell Tarly,0,Episode - 55
Samwell Tarly,792,Episode - 56
Samwell Tarly,0,Episode - 57
Samwell Tarly,0,Episode - 58
Samwell Tarly,0,Episode - 59
Samwell Tarly,247,Episode - 60
Samwell Tarly,559,Episode - 61
Samwell Tarly,420,Episode - 62
Samwell Tarly,255,Episode - 63
Samwell Tarly,0,Episode - 64
Samwell Tarly,365,Episode - 65
Samwell Tarly,0,Episode - 66
Samwell Tarly,148,Episode - 67
Samwell Tarly,427,Episode - 68
Samwell Tarly,528,Episode - 69
Samwell Tarly,376,Episode - 70
Samwell Tarly,539,Episode - 71
Samwell Tarly,0,Episode - 72
Samwell Tarly,1001,Episode - 73
Brienne of Tarth,0,Episode - 1
Brienne of Tarth,0,Episode - 2
Brienne of Tarth,0,Episode - 3
Brienne of Tarth,0,Episode - 4
Brienne of Tarth,0,Episode - 5
Brienne of Tarth,0,Episode - 6
Brienne of Tarth,0,Episode - 7
Brienne of Tarth,0,Episode - 8
Brienne of Tarth,0,Episode - 9
Brienne of Tarth,0,Episode - 10
Brienne of Tarth,0,Episode - 11
Brienne of Tarth,0,Episode - 12
Brienne of Tarth,329,Episode - 13
Brienne of Tarth,301,Episode - 14
Brienne of Tarth,391,Episode - 15
Brienne of Tarth,80,Episode - 16
Brienne of Tarth,327,Episode - 17
Brienne of Tarth,143,Episode - 18
Brienne of Tarth,0,Episode - 19
Brienne of Tarth,298,Episode - 20
Brienne of Tarth,0,Episode - 21
Brienne of Tarth,471,Episode - 22
Brienne of Tarth,250,Episode - 23
Brienne of Tarth,300,Episode - 24
Brienne of Tarth,514,Episode - 25
Brienne of Tarth,138,Episode - 26
Brienne of Tarth,300,Episode - 27
Brienne of Tarth,0,Episode - 28
Brienne of Tarth,0,Episode - 29
Brienne of Tarth,36,Episode - 30
Brienne of Tarth,137,Episode - 31
Brienne of Tarth,115,Episode - 32
Brienne of Tarth,0,Episode - 33
Brienne of Tarth,266,Episode - 34
Brienne of Tarth,249,Episode - 35
Brienne of Tarth,0,Episode - 36
Brienne of Tarth,315,Episode - 37
Brienne of Tarth,0,Episode - 38
Brienne of Tarth,0,Episode - 39
Brienne of Tarth,454,Episode - 40
Brienne of Tarth,92,Episode - 41
Brienne of Tarth,458,Episode - 42
Brienne of Tarth,339,Episode - 43
Brienne of Tarth,0,Episode - 44
Brienne of Tarth,126,Episode - 45
Brienne of Tarth,0,Episode - 46
Brienne of Tarth,8,Episode - 47
Brienne of Tarth,0,Episode - 48
Brienne of Tarth,0,Episode - 49
Brienne of Tarth,140,Episode - 50
Brienne of Tarth,200,Episode - 51
Brienne of Tarth,176,Episode - 52
Brienne of Tarth,0,Episode - 53
Brienne of Tarth,356,Episode - 54
Brienne of Tarth,532,Episode - 55
Brienne of Tarth,0,Episode - 56
Brienne of Tarth,0,Episode - 57
Brienne of Tarth,485,Episode - 58
Brienne of Tarth,0,Episode - 59
Brienne of Tarth,0,Episode - 60
